AgeGroup,Date,Country,Female,Male,Total,Date2
45 to 64,16/07/2021,Scotland,162,182,344,2021-07-16
45 to 64,17/05/2021,Scotland,32,25,57,2021-05-17
45 to 64,17/06/2021,Scotland,90,80,170,2021-06-17
45 to 64,17/07/2021,Scotland,132,140,272,2021-07-17
45 to 64,18/05/2021,Scotland,30,28,59,2021-05-18
45 to 64,18/06/2021,Scotland,89,84,174,2021-06-18
45 to 64,18/07/2021,Scotland,127,155,282,2021-07-18
45 to 64,19/05/2021,Scotland,27,31,58,2021-05-19
45 to 64,19/06/2021,Scotland,87,68,155,2021-06-19
45 to 64,19/07/2021,Scotland,195,177,372,2021-07-19
45 to 64,20/05/2021,Scotland,25,38,63,2021-05-20
45 to 64,20/06/2021,Scotland,106,118,224,2021-06-20
45 to 64,20/07/2021,Scotland,151,168,320,2021-07-20
45 to 64,21/05/2021,Scotland,31,29,60,2021-05-21
45 to 64,21/06/2021,Scotland,159,185,345,2021-06-21
45 to 64,21/07/2021,Scotland,167,119,286,2021-07-21
45 to 64,22/05/2021,Scotland,22,29,51,2021-05-22
45 to 64,22/06/2021,Scotland,170,198,368,2021-06-22
45 to 64,22/07/2021,Scotland,129,145,274,2021-07-22
45 to 64,23/05/2021,Scotland,33,29,62,2021-05-23
45 to 64,23/06/2021,Scotland,152,213,365,2021-06-23
45 to 64,23/07/2021,Scotland,122,107,231,2021-07-23
45 to 64,24/05/2021,Scotland,40,31,72,2021-05-24
45 to 64,24/06/2021,Scotland,244,233,477,2021-06-24
45 to 64,24/07/2021,Scotland,78,93,171,2021-07-24
45 to 64,25/05/2021,Scotland,34,42,76,2021-05-25
45 to 64,25/06/2021,Scotland,217,235,452,2021-06-25
45 to 64,25/07/2021,Scotland,92,104,196,2021-07-25
45 to 64,26/05/2021,Scotland,46,45,91,2021-05-26
45 to 64,26/06/2021,Scotland,194,210,404,2021-06-26
45 to 64,26/07/2021,Scotland,129,127,258,2021-07-26
45 to 64,27/05/2021,Scotland,41,65,106,2021-05-27
45 to 64,27/06/2021,Scotland,205,211,416,2021-06-27
45 to 64,27/07/2021,Scotland,131,121,252,2021-07-27
45 to 64,28/05/2021,Scotland,45,43,88,2021-05-28
45 to 64,28/06/2021,Scotland,337,347,685,2021-06-28
45 to 64,28/07/2021,Scotland,117,119,237,2021-07-28
45 to 64,29/05/2021,Scotland,31,54,85,2021-05-29
45 to 64,29/06/2021,Scotland,316,332,649,2021-06-29
45 to 64,29/07/2021,Scotland,113,108,225,2021-07-29
45 to 64,30/05/2021,Scotland,43,50,93,2021-05-30
45 to 64,30/06/2021,Scotland,339,313,652,2021-06-30
45 to 64,30/07/2021,Scotland,98,104,202,2021-07-30
45 to 64,31/05/2021,Scotland,64,46,110,2021-05-31
45 to 64,31/07/2021,Scotland,69,82,153,2021-07-31
60+,01/05/2021,Scotland,2,4,6,2021-05-01
60+,01/06/2021,Scotland,20,14,34,2021-06-01
60+,01/07/2021,Scotland,93,124,217,2021-07-01
60+,01/08/2021,Scotland,45,41,86,2021-08-01
60+,02/05/2021,Scotland,2,3,5,2021-05-02
60+,02/06/2021,Scotland,18,23,41,2021-06-02
60+,02/07/2021,Scotland,108,103,212,2021-07-02
60+,02/08/2021,Scotland,85,66,151,2021-08-02
60+,03/05/2021,Scotland,6,8,14,2021-05-03
60+,03/06/2021,Scotland,19,22,41,2021-06-03
60+,03/07/2021,Scotland,84,87,173,2021-07-03
60+,03/08/2021,Scotland,68,56,124,2021-08-03
60+,04/05/2021,Scotland,5,6,11,2021-05-04
60+,04/06/2021,Scotland,16,11,27,2021-06-04
60+,04/07/2021,Scotland,88,88,176,2021-07-04
60+,04/08/2021,Scotland,65,58,123,2021-08-04
60+,05/05/2021,Scotland,4,5,9,2021-05-05
60+,05/06/2021,Scotland,14,17,31,2021-06-05
60+,05/07/2021,Scotland,120,128,248,2021-07-05
60+,05/08/2021,Scotland,68,70,138,2021-08-05
60+,06/05/2021,Scotland,8,8,16,2021-05-06
60+,06/06/2021,Scotland,22,23,45,2021-06-06
60+,06/07/2021,Scotland,95,109,205,2021-07-06
60+,06/08/2021,Scotland,70,63,134,2021-08-06
60+,07/05/2021,Scotland,9,6,15,2021-05-07
60+,07/06/2021,Scotland,23,23,46,2021-06-07
60+,07/07/2021,Scotland,101,106,208,2021-07-07
60+,07/08/2021,Scotland,55,56,111,2021-08-07
60+,08/05/2021,Scotland,2,7,9,2021-05-08
60+,08/06/2021,Scotland,18,19,37,2021-06-08
60+,08/07/2021,Scotland,109,119,228,2021-07-08
60+,09/05/2021,Scotland,4,6,10,2021-05-09
60+,09/06/2021,Scotland,33,27,60,2021-06-09
60+,09/07/2021,Scotland,94,102,196,2021-07-09
60+,10/05/2021,Scotland,6,8,14,2021-05-10
60+,10/06/2021,Scotland,27,32,59,2021-06-10
60+,10/07/2021,Scotland,74,79,153,2021-07-10
60+,11/05/2021,Scotland,4,4,8,2021-05-11
60+,11/06/2021,Scotland,22,26,49,2021-06-11
60+,11/07/2021,Scotland,81,83,164,2021-07-11
60+,12/05/2021,Scotland,7,11,18,2021-05-12
60+,12/06/2021,Scotland,19,28,48,2021-06-12
60+,12/07/2021,Scotland,105,114,220,2021-07-12
60+,13/05/2021,Scotland,16,19,35,2021-05-13
60+,13/06/2021,Scotland,19,20,39,2021-06-13
60+,13/07/2021,Scotland,99,90,189,2021-07-13
60+,14/05/2021,Scotland,7,7,14,2021-05-14
60+,14/06/2021,Scotland,18,42,60,2021-06-14
60+,14/07/2021,Scotland,89,97,187,2021-07-14
60+,15/05/2021,Scotland,8,5,13,2021-05-15
60+,15/06/2021,Scotland,32,30,62,2021-06-15
60+,15/07/2021,Scotland,80,91,171,2021-07-15
60+,16/05/2021,Scotland,3,1,4,2021-05-16
60+,16/06/2021,Scotland,17,19,36,2021-06-16
60+,16/07/2021,Scotland,66,68,134,2021-07-16
60+,17/05/2021,Scotland,13,8,21,2021-05-17
60+,17/06/2021,Scotland,26,26,52,2021-06-17
60+,17/07/2021,Scotland,69,56,125,2021-07-17
60+,18/05/2021,Scotland,11,12,23,2021-05-18
60+,18/06/2021,Scotland,35,32,67,2021-06-18
60+,18/07/2021,Scotland,57,65,122,2021-07-18
60+,19/05/2021,Scotland,10,3,13,2021-05-19
60+,19/06/2021,Scotland,21,25,46,2021-06-19
60+,19/07/2021,Scotland,86,85,171,2021-07-19
60+,20/05/2021,Scotland,14,8,22,2021-05-20
60+,20/06/2021,Scotland,24,37,61,2021-06-20
60+,20/07/2021,Scotland,76,86,162,2021-07-20
60+,21/05/2021,Scotland,10,8,18,2021-05-21
60+,21/06/2021,Scotland,40,64,104,2021-06-21
60+,21/07/2021,Scotland,95,83,178,2021-07-21
60+,22/05/2021,Scotland,4,8,12,2021-05-22
60+,22/06/2021,Scotland,55,53,108,2021-06-22
60+,22/07/2021,Scotland,67,66,133,2021-07-22
60+,23/05/2021,Scotland,14,11,25,2021-05-23
60+,23/06/2021,Scotland,45,69,114,2021-06-23
60+,23/07/2021,Scotland,65,70,135,2021-07-23
60+,24/05/2021,Scotland,10,8,18,2021-05-24
60+,24/06/2021,Scotland,65,74,139,2021-06-24
60+,24/07/2021,Scotland,53,56,109,2021-07-24
60+,25/05/2021,Scotland,14,9,23,2021-05-25
60+,25/06/2021,Scotland,60,61,121,2021-06-25
60+,25/07/2021,Scotland,43,49,92,2021-07-25
60+,26/05/2021,Scotland,10,9,19,2021-05-26
60+,26/06/2021,Scotland,48,61,109,2021-06-26
60+,26/07/2021,Scotland,86,68,154,2021-07-26
60+,27/05/2021,Scotland,10,20,30,2021-05-27
60+,27/06/2021,Scotland,46,81,127,2021-06-27
60+,27/07/2021,Scotland,78,59,137,2021-07-27
60+,28/05/2021,Scotland,10,16,26,2021-05-28
60+,28/06/2021,Scotland,86,93,179,2021-06-28
60+,28/07/2021,Scotland,66,51,117,2021-07-28
60+,29/05/2021,Scotland,17,13,30,2021-05-29
60+,29/06/2021,Scotland,87,100,187,2021-06-29
60+,29/07/2021,Scotland,63,63,126,2021-07-29
60+,30/05/2021,Scotland,14,16,30,2021-05-30
60+,30/06/2021,Scotland,119,110,229,2021-06-30
60+,30/07/2021,Scotland,58,57,115,2021-07-30
60+,31/05/2021,Scotland,6,19,25,2021-05-31
60+,31/07/2021,Scotland,32,48,82,2021-07-31
0 to 4,01/05/2021,England,11,14,25,2021-05-01
0 to 4,02/05/2021,England,20,14,34,2021-05-02
0 to 4,03/05/2021,England,18,18,36,2021-05-03
0 to 4,04/05/2021,England,25,31,56,2021-05-04
0 to 4,05/05/2021,England,17,18,35,2021-05-05
0 to 4,06/05/2021,England,14,18,32,2021-05-06
0 to 4,07/05/2021,England,15,22,37,2021-05-07
0 to 4,08/05/2021,England,11,21,32,2021-05-08
0 to 4,09/05/2021,England,22,17,39,2021-05-09
0 to 4,10/05/2021,England,28,21,49,2021-05-10
0 to 4,11/05/2021,England,12,24,36,2021-05-11
0 to 4,12/05/2021,England,16,18,34,2021-05-12
0 to 4,13/05/2021,England,15,22,37,2021-05-13
0 to 4,14/05/2021,England,21,22,43,2021-05-14
0 to 4,15/05/2021,England,17,11,28,2021-05-15
0 to 4,16/05/2021,England,13,17,30,2021-05-16
0 to 4,17/05/2021,England,24,21,45,2021-05-17
0 to 4,18/05/2021,England,33,25,58,2021-05-18
0 to 4,19/05/2021,England,25,35,60,2021-05-19
0 to 4,20/05/2021,England,22,30,52,2021-05-20
0 to 4,21/05/2021,England,29,33,62,2021-05-21
0 to 4,22/05/2021,England,27,19,46,2021-05-22
0 to 4,23/05/2021,England,16,22,38,2021-05-23
0 to 4,24/05/2021,England,27,28,55,2021-05-24
0 to 4,25/05/2021,England,28,29,57,2021-05-25
0 to 4,26/05/2021,England,28,32,60,2021-05-26
0 to 4,27/05/2021,England,35,35,70,2021-05-27
0 to 4,28/05/2021,England,29,35,64,2021-05-28
0 to 4,29/05/2021,England,28,25,53,2021-05-29
0 to 4,30/05/2021,England,21,25,46,2021-05-30
0 to 4,31/05/2021,England,25,24,49,2021-05-31
0 to 4,01/06/2021,England,42,35,77,2021-06-01
0 to 4,02/06/2021,England,52,35,87,2021-06-02
0 to 4,03/06/2021,England,55,51,106,2021-06-03
0 to 4,04/06/2021,England,40,42,82,2021-06-04
0 to 4,05/06/2021,England,35,31,66,2021-06-05
0 to 4,06/06/2021,England,30,40,70,2021-06-06
0 to 4,07/06/2021,England,50,57,107,2021-06-07
0 to 4,08/06/2021,England,67,76,143,2021-06-08
0 to 4,09/06/2021,England,46,52,98,2021-06-09
0 to 4,10/06/2021,England,53,71,124,2021-06-10
0 to 4,11/06/2021,England,41,80,121,2021-06-11
0 to 4,12/06/2021,England,45,55,100,2021-06-12
0 to 4,13/06/2021,England,68,62,130,2021-06-13
0 to 4,14/06/2021,England,72,81,153,2021-06-14
0 to 4,15/06/2021,England,97,93,190,2021-06-15
0 to 4,16/06/2021,England,75,79,154,2021-06-16
0 to 4,17/06/2021,England,92,104,196,2021-06-17
0 to 4,18/06/2021,England,87,91,178,2021-06-18
0 to 4,19/06/2021,England,65,69,134,2021-06-19
0 to 4,20/06/2021,England,72,69,141,2021-06-20
0 to 4,21/06/2021,England,107,128,235,2021-06-21
0 to 4,22/06/2021,England,124,114,238,2021-06-22
0 to 4,23/06/2021,England,170,144,314,2021-06-23
0 to 4,24/06/2021,England,144,167,311,2021-06-24
0 to 4,25/06/2021,England,123,158,281,2021-06-25
0 to 4,26/06/2021,England,119,139,258,2021-06-26
0 to 4,27/06/2021,England,118,145,263,2021-06-27
0 to 4,28/06/2021,England,212,255,467,2021-06-28
0 to 4,29/06/2021,England,249,209,458,2021-06-29
0 to 4,30/06/2021,England,217,239,456,2021-06-30
0 to 4,01/07/2021,England,216,221,437,2021-07-01
0 to 4,02/07/2021,England,209,223,432,2021-07-02
0 to 4,03/07/2021,England,192,204,396,2021-07-03
0 to 4,04/07/2021,England,170,200,370,2021-07-04
0 to 4,05/07/2021,England,279,273,552,2021-07-05
0 to 4,06/07/2021,England,281,269,550,2021-07-06
0 to 4,07/07/2021,England,275,304,579,2021-07-07
0 to 4,08/07/2021,England,265,269,534,2021-07-08
0 to 4,09/07/2021,England,251,286,537,2021-07-09
0 to 4,10/07/2021,England,227,226,453,2021-07-10
0 to 4,11/07/2021,England,232,247,479,2021-07-11
0 to 4,12/07/2021,England,363,401,764,2021-07-12
0 to 4,13/07/2021,England,332,398,730,2021-07-13
0 to 4,14/07/2021,England,354,394,748,2021-07-14
0 to 4,15/07/2021,England,417,437,854,2021-07-15
0 to 4,16/07/2021,England,384,403,787,2021-07-16
0 to 4,17/07/2021,England,302,310,612,2021-07-17
0 to 4,18/07/2021,England,296,292,588,2021-07-18
0 to 4,19/07/2021,England,420,426,846,2021-07-19
0 to 4,20/07/2021,England,355,398,753,2021-07-20
0 to 4,21/07/2021,England,352,387,739,2021-07-21
0 to 4,22/07/2021,England,306,335,641,2021-07-22
0 to 4,23/07/2021,England,273,297,570,2021-07-23
0 to 4,24/07/2021,England,233,229,462,2021-07-24
0 to 4,25/07/2021,England,176,225,401,2021-07-25
0 to 4,26/07/2021,England,288,294,582,2021-07-26
0 to 4,27/07/2021,England,263,241,504,2021-07-27
0 to 4,28/07/2021,England,236,238,474,2021-07-28
0 to 4,29/07/2021,England,198,207,405,2021-07-29
0 to 4,30/07/2021,England,207,204,411,2021-07-30
0 to 4,31/07/2021,England,162,171,333,2021-07-31
0 to 4,01/08/2021,England,185,187,372,2021-08-01
0 to 4,02/08/2021,England,271,228,499,2021-08-02
0 to 4,03/08/2021,England,235,263,498,2021-08-03
0 to 4,04/08/2021,England,227,262,489,2021-08-04
0 to 4,05/08/2021,England,254,254,508,2021-08-05
0 to 4,06/08/2021,England,245,244,489,2021-08-06
0 to 4,07/08/2021,England,187,185,372,2021-08-07
10 to 14,01/05/2021,England,50,51,101,2021-05-01
10 to 14,02/05/2021,England,127,99,226,2021-05-02
10 to 14,03/05/2021,England,147,126,273,2021-05-03
10 to 14,04/05/2021,England,130,119,249,2021-05-04
10 to 14,05/05/2021,England,162,150,312,2021-05-05
10 to 14,06/05/2021,England,123,110,233,2021-05-06
10 to 14,07/05/2021,England,90,79,169,2021-05-07
10 to 14,08/05/2021,England,66,65,131,2021-05-08
10 to 14,09/05/2021,England,171,162,333,2021-05-09
10 to 14,10/05/2021,England,157,149,306,2021-05-10
10 to 14,11/05/2021,England,95,90,185,2021-05-11
10 to 14,12/05/2021,England,124,100,224,2021-05-12
10 to 14,13/05/2021,England,94,105,199,2021-05-13
10 to 14,14/05/2021,England,68,84,152,2021-05-14
10 to 14,15/05/2021,England,79,60,139,2021-05-15
10 to 14,16/05/2021,England,138,128,266,2021-05-16
10 to 14,17/05/2021,England,149,150,299,2021-05-17
10 to 14,18/05/2021,England,137,152,289,2021-05-18
10 to 14,19/05/2021,England,162,149,311,2021-05-19
10 to 14,20/05/2021,England,113,122,235,2021-05-20
10 to 14,21/05/2021,England,114,103,217,2021-05-21
10 to 14,22/05/2021,England,96,104,200,2021-05-22
10 to 14,23/05/2021,England,186,176,362,2021-05-23
10 to 14,24/05/2021,England,187,194,381,2021-05-24
10 to 14,25/05/2021,England,163,213,376,2021-05-25
10 to 14,26/05/2021,England,207,205,412,2021-05-26
10 to 14,27/05/2021,England,157,205,362,2021-05-27
10 to 14,28/05/2021,England,165,158,323,2021-05-28
10 to 14,29/05/2021,England,118,136,254,2021-05-29
10 to 14,30/05/2021,England,143,177,320,2021-05-30
10 to 14,31/05/2021,England,175,156,331,2021-05-31
10 to 14,01/06/2021,England,164,187,351,2021-06-01
10 to 14,02/06/2021,England,209,180,389,2021-06-02
10 to 14,03/06/2021,England,181,171,352,2021-06-03
10 to 14,04/06/2021,England,165,165,330,2021-06-04
10 to 14,05/06/2021,England,142,148,290,2021-06-05
10 to 14,06/06/2021,England,269,279,548,2021-06-06
10 to 14,07/06/2021,England,293,288,581,2021-06-07
10 to 14,08/06/2021,England,245,236,481,2021-06-08
10 to 14,09/06/2021,England,302,235,537,2021-06-09
10 to 14,10/06/2021,England,233,200,433,2021-06-10
10 to 14,11/06/2021,England,210,230,440,2021-06-11
10 to 14,12/06/2021,England,221,196,417,2021-06-12
10 to 14,13/06/2021,England,357,305,662,2021-06-13
10 to 14,14/06/2021,England,398,455,853,2021-06-14
10 to 14,15/06/2021,England,432,392,824,2021-06-15
10 to 14,16/06/2021,England,426,404,830,2021-06-16
10 to 14,17/06/2021,England,381,368,749,2021-06-17
10 to 14,18/06/2021,England,366,343,709,2021-06-18
10 to 14,19/06/2021,England,320,299,619,2021-06-19
10 to 14,20/06/2021,England,478,479,957,2021-06-20
10 to 14,21/06/2021,England,636,674,1310,2021-06-21
10 to 14,22/06/2021,England,679,719,1398,2021-06-22
10 to 14,23/06/2021,England,734,745,1479,2021-06-23
10 to 14,24/06/2021,England,712,729,1441,2021-06-24
10 to 14,25/06/2021,England,712,745,1457,2021-06-25
10 to 14,26/06/2021,England,666,705,1371,2021-06-26
10 to 14,27/06/2021,England,952,946,1898,2021-06-27
10 to 14,28/06/2021,England,1367,1394,2761,2021-06-28
10 to 14,29/06/2021,England,1195,1263,2458,2021-06-29
10 to 14,30/06/2021,England,1214,1236,2450,2021-06-30
10 to 14,01/07/2021,England,1176,1152,2328,2021-07-01
10 to 14,02/07/2021,England,1171,1118,2289,2021-07-02
10 to 14,03/07/2021,England,1068,1013,2081,2021-07-03
10 to 14,04/07/2021,England,1355,1380,2735,2021-07-04
10 to 14,05/07/2021,England,1692,1750,3442,2021-07-05
10 to 14,06/07/2021,England,1564,1633,3197,2021-07-06
10 to 14,07/07/2021,England,1661,1576,3237,2021-07-07
10 to 14,08/07/2021,England,1436,1373,2809,2021-07-08
10 to 14,09/07/2021,England,1514,1432,2946,2021-07-09
10 to 14,10/07/2021,England,1326,1411,2737,2021-07-10
10 to 14,11/07/2021,England,1498,1634,3132,2021-07-11
10 to 14,12/07/2021,England,2105,2211,4316,2021-07-12
10 to 14,13/07/2021,England,1900,2004,3904,2021-07-13
10 to 14,14/07/2021,England,1952,2170,4122,2021-07-14
10 to 14,15/07/2021,England,1983,2194,4177,2021-07-15
10 to 14,16/07/2021,England,1870,2000,3870,2021-07-16
10 to 14,17/07/2021,England,1498,1580,3078,2021-07-17
10 to 14,18/07/2021,England,1750,1863,3613,2021-07-18
10 to 14,19/07/2021,England,2181,2157,4338,2021-07-19
10 to 14,20/07/2021,England,1848,1812,3660,2021-07-20
10 to 14,21/07/2021,England,1622,1607,3229,2021-07-21
10 to 14,22/07/2021,England,1374,1320,2694,2021-07-22
10 to 14,23/07/2021,England,1278,1130,2408,2021-07-23
10 to 14,24/07/2021,England,1129,962,2091,2021-07-24
10 to 14,25/07/2021,England,1084,999,2083,2021-07-25
10 to 14,26/07/2021,England,1159,1085,2244,2021-07-26
10 to 14,27/07/2021,England,1031,913,1944,2021-07-27
10 to 14,28/07/2021,England,910,822,1732,2021-07-28
10 to 14,29/07/2021,England,803,720,1523,2021-07-29
10 to 14,30/07/2021,England,731,658,1389,2021-07-30
10 to 14,31/07/2021,England,746,581,1327,2021-07-31
10 to 14,01/08/2021,England,664,631,1295,2021-08-01
10 to 14,02/08/2021,England,805,763,1568,2021-08-02
10 to 14,03/08/2021,England,792,655,1447,2021-08-03
10 to 14,04/08/2021,England,726,652,1378,2021-08-04
10 to 14,05/08/2021,England,752,675,1427,2021-08-05
10 to 14,06/08/2021,England,725,683,1408,2021-08-06
10 to 14,07/08/2021,England,645,577,1222,2021-08-07
15 to 19,01/05/2021,England,50,49,99,2021-05-01
15 to 19,02/05/2021,England,64,76,140,2021-05-02
15 to 19,03/05/2021,England,122,93,215,2021-05-03
15 to 19,04/05/2021,England,119,127,246,2021-05-04
15 to 19,05/05/2021,England,110,106,216,2021-05-05
15 to 19,06/05/2021,England,91,111,202,2021-05-06
15 to 19,07/05/2021,England,75,54,129,2021-05-07
15 to 19,08/05/2021,England,45,62,107,2021-05-08
15 to 19,09/05/2021,England,114,118,232,2021-05-09
15 to 19,10/05/2021,England,122,119,241,2021-05-10
15 to 19,11/05/2021,England,99,106,205,2021-05-11
15 to 19,12/05/2021,England,91,91,182,2021-05-12
15 to 19,13/05/2021,England,94,89,183,2021-05-13
15 to 19,14/05/2021,England,86,77,163,2021-05-14
15 to 19,15/05/2021,England,87,61,148,2021-05-15
15 to 19,16/05/2021,England,108,107,215,2021-05-16
15 to 19,17/05/2021,England,135,136,271,2021-05-17
15 to 19,18/05/2021,England,139,93,232,2021-05-18
15 to 19,19/05/2021,England,136,163,299,2021-05-19
15 to 19,20/05/2021,England,128,114,242,2021-05-20
15 to 19,21/05/2021,England,96,95,191,2021-05-21
15 to 19,22/05/2021,England,96,80,176,2021-05-22
15 to 19,23/05/2021,England,132,105,237,2021-05-23
15 to 19,24/05/2021,England,139,150,289,2021-05-24
15 to 19,25/05/2021,England,156,169,325,2021-05-25
15 to 19,26/05/2021,England,197,171,368,2021-05-26
15 to 19,27/05/2021,England,211,192,403,2021-05-27
15 to 19,28/05/2021,England,168,162,330,2021-05-28
15 to 19,29/05/2021,England,133,155,288,2021-05-29
15 to 19,30/05/2021,England,161,163,324,2021-05-30
15 to 19,31/05/2021,England,199,205,404,2021-05-31
15 to 19,01/06/2021,England,276,256,532,2021-06-01
15 to 19,02/06/2021,England,299,322,621,2021-06-02
15 to 19,03/06/2021,England,365,294,659,2021-06-03
15 to 19,04/06/2021,England,279,284,563,2021-06-04
15 to 19,05/06/2021,England,246,237,483,2021-06-05
15 to 19,06/06/2021,England,332,285,617,2021-06-06
15 to 19,07/06/2021,England,429,420,849,2021-06-07
15 to 19,08/06/2021,England,415,429,844,2021-06-08
15 to 19,09/06/2021,England,467,405,872,2021-06-09
15 to 19,10/06/2021,England,453,431,884,2021-06-10
15 to 19,11/06/2021,England,455,391,846,2021-06-11
15 to 19,12/06/2021,England,367,368,735,2021-06-12
15 to 19,13/06/2021,England,469,373,842,2021-06-13
15 to 19,14/06/2021,England,678,528,1206,2021-06-14
15 to 19,15/06/2021,England,676,612,1288,2021-06-15
15 to 19,16/06/2021,England,677,656,1333,2021-06-16
15 to 19,17/06/2021,England,760,609,1369,2021-06-17
15 to 19,18/06/2021,England,657,593,1250,2021-06-18
15 to 19,19/06/2021,England,571,487,1058,2021-06-19
15 to 19,20/06/2021,England,660,529,1189,2021-06-20
15 to 19,21/06/2021,England,848,876,1724,2021-06-21
15 to 19,22/06/2021,England,906,974,1880,2021-06-22
15 to 19,23/06/2021,England,1007,1016,2023,2021-06-23
15 to 19,24/06/2021,England,1020,1041,2061,2021-06-24
15 to 19,25/06/2021,England,1048,1004,2052,2021-06-25
15 to 19,26/06/2021,England,925,931,1856,2021-06-26
15 to 19,27/06/2021,England,1094,1050,2144,2021-06-27
15 to 19,28/06/2021,England,1614,1520,3134,2021-06-28
15 to 19,29/06/2021,England,1619,1486,3105,2021-06-29
15 to 19,30/06/2021,England,1668,1508,3176,2021-06-30
15 to 19,01/07/2021,England,1625,1652,3277,2021-07-01
15 to 19,02/07/2021,England,1414,1492,2906,2021-07-02
15 to 19,03/07/2021,England,1389,1509,2898,2021-07-03
15 to 19,04/07/2021,England,1375,1556,2931,2021-07-04
15 to 19,05/07/2021,England,1922,2031,3953,2021-07-05
15 to 19,06/07/2021,England,1941,2174,4115,2021-07-06
15 to 19,07/07/2021,England,2081,2295,4376,2021-07-07
15 to 19,08/07/2021,England,1784,1981,3765,2021-07-08
15 to 19,09/07/2021,England,1745,1980,3725,2021-07-09
15 to 19,10/07/2021,England,1508,1654,3162,2021-07-10
15 to 19,11/07/2021,England,1615,1915,3530,2021-07-11
15 to 19,12/07/2021,England,2274,2858,5132,2021-07-12
15 to 19,13/07/2021,England,2442,3008,5450,2021-07-13
15 to 19,14/07/2021,England,2886,3589,6475,2021-07-14
15 to 19,15/07/2021,England,3255,4125,7380,2021-07-15
15 to 19,16/07/2021,England,2778,3596,6374,2021-07-16
15 to 19,17/07/2021,England,1930,2380,4310,2021-07-17
15 to 19,18/07/2021,England,1814,2086,3900,2021-07-18
15 to 19,19/07/2021,England,2197,2374,4571,2021-07-19
15 to 19,20/07/2021,England,1901,1850,3751,2021-07-20
15 to 19,21/07/2021,England,1785,1588,3373,2021-07-21
15 to 19,22/07/2021,England,1532,1425,2957,2021-07-22
15 to 19,23/07/2021,England,1532,1339,2871,2021-07-23
15 to 19,24/07/2021,England,1386,1153,2539,2021-07-24
15 to 19,25/07/2021,England,1449,1110,2559,2021-07-25
15 to 19,26/07/2021,England,1842,1478,3320,2021-07-26
15 to 19,27/07/2021,England,1936,1577,3513,2021-07-27
15 to 19,28/07/2021,England,2098,1701,3799,2021-07-28
15 to 19,29/07/2021,England,1933,1633,3566,2021-07-29
15 to 19,30/07/2021,England,1646,1424,3070,2021-07-30
15 to 19,31/07/2021,England,1352,1193,2545,2021-07-31
15 to 19,01/08/2021,England,1356,1145,2501,2021-08-01
15 to 19,02/08/2021,England,1780,1456,3236,2021-08-02
15 to 19,03/08/2021,England,1713,1526,3239,2021-08-03
15 to 19,04/08/2021,England,1765,1583,3348,2021-08-04
15 to 19,05/08/2021,England,1754,1573,3327,2021-08-05
15 to 19,06/08/2021,England,1565,1292,2857,2021-08-06
15 to 19,07/08/2021,England,1197,1044,2241,2021-08-07
20 to 24,01/05/2021,England,43,62,105,2021-05-01
20 to 24,02/05/2021,England,59,37,96,2021-05-02
20 to 24,03/05/2021,England,52,64,116,2021-05-03
20 to 24,04/05/2021,England,94,80,174,2021-05-04
20 to 24,05/05/2021,England,75,78,153,2021-05-05
20 to 24,06/05/2021,England,81,75,156,2021-05-06
20 to 24,07/05/2021,England,77,73,150,2021-05-07
20 to 24,08/05/2021,England,73,58,131,2021-05-08
20 to 24,09/05/2021,England,78,66,144,2021-05-09
20 to 24,10/05/2021,England,96,102,198,2021-05-10
20 to 24,11/05/2021,England,76,79,155,2021-05-11
20 to 24,12/05/2021,England,64,69,133,2021-05-12
20 to 24,13/05/2021,England,77,65,142,2021-05-13
20 to 24,14/05/2021,England,68,69,137,2021-05-14
20 to 24,15/05/2021,England,63,56,119,2021-05-15
20 to 24,16/05/2021,England,68,56,124,2021-05-16
20 to 24,17/05/2021,England,85,96,181,2021-05-17
20 to 24,18/05/2021,England,91,88,179,2021-05-18
20 to 24,19/05/2021,England,93,99,192,2021-05-19
20 to 24,20/05/2021,England,88,93,181,2021-05-20
20 to 24,21/05/2021,England,88,90,178,2021-05-21
20 to 24,22/05/2021,England,73,71,144,2021-05-22
20 to 24,23/05/2021,England,64,74,138,2021-05-23
20 to 24,24/05/2021,England,105,117,222,2021-05-24
20 to 24,25/05/2021,England,115,135,250,2021-05-25
20 to 24,26/05/2021,England,158,198,356,2021-05-26
20 to 24,27/05/2021,England,146,173,319,2021-05-27
20 to 24,28/05/2021,England,159,154,313,2021-05-28
20 to 24,29/05/2021,England,138,127,265,2021-05-29
20 to 24,30/05/2021,England,140,141,281,2021-05-30
20 to 24,31/05/2021,England,175,212,387,2021-05-31
20 to 24,01/06/2021,England,310,355,665,2021-06-01
20 to 24,02/06/2021,England,389,419,808,2021-06-02
20 to 24,03/06/2021,England,403,495,898,2021-06-03
20 to 24,04/06/2021,England,383,413,796,2021-06-04
20 to 24,05/06/2021,England,343,337,680,2021-06-05
20 to 24,06/06/2021,England,371,337,708,2021-06-06
20 to 24,07/06/2021,England,548,547,1095,2021-06-07
20 to 24,08/06/2021,England,650,644,1294,2021-06-08
20 to 24,09/06/2021,England,706,726,1432,2021-06-09
20 to 24,10/06/2021,England,714,705,1419,2021-06-10
20 to 24,11/06/2021,England,674,685,1359,2021-06-11
20 to 24,12/06/2021,England,587,542,1129,2021-06-12
20 to 24,13/06/2021,England,577,565,1142,2021-06-13
